706,BRKBQNNR,brkbqnnr
707,BRKQNBNR,brkqnbnr
708,BRKQNNRB,brkqnnrb
709,RBBKQNNR,rbbkqnnr
710,RKBBQNNR,rkbbqnnr
711,RKBQNBNR,rkbqnbnr
712,RKBQNNRB,rkbqnnrb
713,RBKQBNNR,rbkqbnnr
714,RKQBBNNR,rkqbbnnr
715,RKQNBBNR,rkqnbbnr
716,RKQNBNRB,rkqnbnrb
717,RBKQNNBR,rbkqnnbr
718,RKQBNNBR,rkqbnnbr
719,RKQNNBBR,rkqnnbbr
720,RKQNNRBB,rkqnnrbb
721,BBRKNQNR,bbrknqnr
722,BRKBNQNR,brkbnqnr
723,BRKNQBNR,brknqbnr
724,BRKNQNRB,brknqnrb
725,RBBKNQNR,rbbknqnr
726,RKBBNQNR,rkbbnqnr
727,RKBNQBNR,rkbnqbnr
728,RKBNQNRB,rkbnqnrb
729,RBKNBQNR,rbknbqnr
730,RKNBBQNR,rknbbqnr
731,RKNQBBNR,rknqbbnr
732,RKNQBNRB,rknqbnrb
733,RBKNQNBR,rbknqnbr
734,RKNBQNBR,rknbqnbr
735,RKNQNBBR,rknqnbbr
736,RKNQNRBB,rknqnrbb
737,BBRKNNQR,bbrknnqr
738,BRKBNNQR,brkbnnqr
739,BRKNNBQR,brknnbqr
740,BRKNNQRB,brknnqrb
741,RBBKNNQR,rbbknnqr
742,RKBBNNQR,rkbbnnqr
743,RKBNNBQR,rkbnnbqr
744,RKBNNQRB,rkbnnqrb
745,RBKNBNQR,rbknbnqr
746,RKNBBNQR,rknbbnqr
747,RKNNBBQR,rknnbbqr
748,RKNNBQRB,rknnbqrb
749,RBKNNQBR,rbknnqbr
750,RKNBNQBR,rknbnqbr
751,RKNNQBBR,rknnqbbr
752,RKNNQRBB,rknnqrbb
753,BBRKNNRQ,bbrknnrq
754,BRKBNNRQ,brkbnnrq
755,BRKNNBRQ,brknnbrq
756,BRKNNRQB,brknnrqb
757,RBBKNNRQ,rbbknnrq
758,RKBBNNRQ,rkbbnnrq
759,RKBNNBRQ,rkbnnbrq
760,RKBNNRQB,rkbnnrqb
761,RBKNBNRQ,rbknbnrq
762,RKNBBNRQ,rknbbnrq
763,RKNNBBRQ,rknnbbrq
764,RKNNBRQB,rknnbrqb
765,RBKNNRBQ,rbknnrbq
766,RKNBNRBQ,rknbnrbq
767,RKNNRBBQ,rknnrbbq
768,RKNNRQBB,rknnrqbb
769,BBQRKNRN,bbqrknrn
770,BQRBKNRN,bqrbknrn
771,BQRKNBRN,bqrknbrn
772,BQRKNRNB,bqrknrnb
773,QBBRKNRN,qbbrknrn
774,QRBBKNRN,qrbbknrn
775,QRBKNBRN,qrbknbrn
776,QRBKNRNB,qrbknrnb
777,QBRKBNRN,qbrkbnrn
778,QRKBBNRN,qrkbbnrn
779,QRKNBBRN,qrknbbrn
780,QRKNBRNB,qrknbrnb
781,QBRKNRBN,qbrknrbn
782,QRKBNRBN,qrkbnrbn
783,QRKNRBBN,qrknrbbn
784,QRKNRNBB,qrknrnbb
785,BBRQKNRN,bbrqknrn
786,BRQBKNRN,brqbknrn
787,BRQKNBRN,brqknbrn
788,BRQKNRNB,brqknrnb
789,RBBQKNRN,rbbqknrn
790,RQBBKNRN,rqbbknrn
791,RQBKNBRN,rqbknbrn
792,RQBKNRNB,rqbknrnb
793,RBQKBNRN,rbqkbnrn
794,RQKBBNRN,rqkbbnrn
795,RQKNBBRN,rqknbbrn
796,RQKNBRNB,rqknbrnb
797,RBQKNRBN,rbqknrbn
798,RQKBNRBN,rqkbnrbn
799,RQKNRBBN,rqknrbbn
800,RQKNRNBB,rqknrnbb
801,BBRKQNRN,bbrkqnrn
802,BRKBQNRN,brkbqnrn
803,BRKQNBRN,brkqnbrn
804,BRKQNRNB,brkqnrnb
805,RBBKQNRN,rbbkqnrn
806,RKBBQNRN,rkbbqnrn
807,RKBQNBRN,rkbqnbrn
808,RKBQNRNB,rkbqnrnb
809,RBKQBNRN,rbkqbnrn
810,RKQBBNRN,rkqbbnrn
811,RKQNBBRN,rkqnbbrn
812,RKQNBRNB,rkqnbrnb
813,RBKQNRBN,rbkqnrbn
814,RKQBNRBN,rkqbnrbn
815,RKQNRBBN,rkqnrbbn
816,RKQNRNBB,rkqnrnbb
817,BBRKNQRN,bbrknqrn
818,BRKBNQRN,brkbnqrn
819,BRKNQBRN,brknqbrn
820,BRKNQRNB,brknqrnb
821,RBBKNQRN,rbbknqrn
822,RKBBNQRN,rkbbnqrn
823,RKBNQBRN,rkbnqbrn
824,RKBNQRNB,rkbnqrnb
825,RBKNBQRN,rbknbqrn
826,RKNBBQRN,rknbbqrn
827,RKNQBBRN,rknqbbrn
828,RKNQBRNB,rknqbrnb
829,RBKNQRBN,rbknqrbn
830,RKNBQRBN,rknbqrbn
831,RKNQRBBN,rknqrbbn
832,RKNQRNBB,rknqrnbb
833,BBRKNRQN,bbrknrqn
834,BRKBNRQN,brkbnrqn
835,BRKNRBQN,brknrbqn
836,BRKNRQNB,brknrqnb
837,RBBKNRQN,rbbknrqn
838,RKBBNRQN,rkbbnrqn
839,RKBNRBQN,rkbnrbqn
840,RKBNRQNB,rkbnrqnb
841,RBKNBRQN,rbknbrqn
842,RKNBBRQN,rknbbrqn
843,RKNRBBQN,rknrbbqn
844,RKNRBQNB,rknrbqnb
845,RBKNRQBN,rbknrqbn
846,RKNBRQBN,rknbrqbn
847,RKNRQBBN,rknrqbbn
848,RKNRQNBB,rknrqnbb
849,BBRKNRNQ,bbrknrnq
850,BRKBNRNQ,brkbnrnq
851,BRKNRBNQ,brknrbnq
852,BRKNRNQB,brknrnqb
853,RBBKNRNQ,rbbknrnq
854,RKBBNRNQ,rkbbnrnq
855,RKBNRBNQ,rkbnrbnq
856,RKBNRNQB,rkbnrnqb
857,RBKNBRNQ,rbknbrnq
858,RKNBBRNQ,rknbbrnq
859,RKNRBBNQ,rknrbbnq
860,RKNRBNQB,rknrbnqb
861,RBKNRNBQ,rbknrnbq
862,RKNBRNBQ,rknbrnbq
863,RKNRNBBQ,rknrnbbq
864,RKNRNQBB,rknrnqbb
865,BBQRKRNN,bbqrkrnn
866,BQRBKRNN,bqrbkrnn
867,BQRKRBNN,bqrkrbnn
868,BQRKRNNB,bqrkrnnb
869,QBBRKRNN,qbbrkrnn
870,QRBBKRNN,qrbbkrnn
871,QRBKRBNN,qrbkrbnn
872,QRBKRNNB,qrbkrnnb
873,QBRKBRNN,qbrkbrnn
874,QRKBBRNN,qrkbbrnn
875,QRKRBBNN,qrkrbbnn
876,QRKRBNNB,qrkrbnnb
877,QBRKRNBN,qbrkrnbn
878,QRKBRNBN,qrkbrnbn
879,QRKRNBBN,qrkrnbbn
880,QRKRNNBB,qrkrnnbb
881,BBRQKRNN,bbrqkrnn
882,BRQBKRNN,brqbkrnn
883,BRQKRBNN,brqkrbnn
884,BRQKRNNB,brqkrnnb
885,RBBQKRNN,rbbqkrnn
886,RQBBKRNN,rqbbkrnn
887,RQBKRBNN,rqbkrbnn
888,RQBKRNNB,rqbkrnnb
889,RBQKBRNN,rbqkbrnn
890,RQKBBRNN,rqkbbrnn
891,RQKRBBNN,rqkrbbnn
892,RQKRBNNB,rqkrbnnb
893,RBQKRNBN,rbqkrnbn
894,RQKBRNBN,rqkbrnbn
895,RQKRNBBN,rqkrnbbn
896,RQKRNNBB,rqkrnnbb
897,BBRKQRNN,bbrkqrnn
898,BRKBQRNN,brkbqrnn
899,BRKQRBNN,brkqrbnn
900,BRKQRNNB,brkqrnnb
901,RBBKQRNN,rbbkqrnn
902,RKBBQRNN,rkbbqrnn
903,RKBQRBNN,rkbqrbnn
904,RKBQRNNB,rkbqrnnb
905,RBKQBRNN,rbkqbrnn
906,RKQBBRNN,rkqbbrnn
907,RKQRBBNN,rkqrbbnn
908,RKQRBNNB,rkqrbnnb
909,RBKQRNBN,rbkqrnbn
910,RKQBRNBN,rkqbrnbn
911,RKQRNBBN,rkqrnbbn
912,RKQRNNBB,rkqrnnbb
913,BBRKRQNN,bbrkrqnn
914,BRKBRQNN,brkbrqnn
915,BRKRQBNN,brkrqbnn
916,BRKRQNNB,brkrqnnb
917,RBBKRQNN,rbbkrqnn
918,RKBBRQNN,rkbbrqnn
919,RKBRQBNN,rkbrqbnn
920,RKBRQNNB,rkbrqnnb
921,RBKRBQNN,rbkrbqnn
922,RKRBBQNN,rkrbbqnn
923,RKRQBBNN,rkrqbbnn
924,RKRQBNNB,rkrqbnnb
925,RBKRQNBN,rbkrqnbn
926,RKRBQNBN,rkrbqnbn
927,RKRQNBBN,rkrqnbbn
928,RKRQNNBB,rkrqnnbb
929,BBRKRNQN,bbrkrnqn
930,BRKBRNQN,brkbrnqn
931,BRKRNBQN,brkrnbqn
932,BRKRNQNB,brkrnqnb
933,RBBKRNQN,rbbkrnqn
934,RKBBRNQN,rkbbrnqn
935,RKBRNBQN,rkbrnbqn
936,RKBRNQNB,rkbrnqnb
937,RBKRBNQN,rbkrbnqn
938,RKRBBNQN,rkrbbnqn
939,RKRNBBQN,rkrnbbqn
940,RKRNBQNB,rkrnbqnb
941,RBKRNQBN,rbkrnqbn
942,RKRBNQBN,rkrbnqbn
943,RKRNQBBN,rkrnqbbn
944,RKRNQNBB,rkrnqnbb
945,BBRKRNNQ,bbrkrnnq
946,BRKBRNNQ,brkbrnnq
947,BRKRNBNQ,brkrnbnq
948,BRKRNNQB,brkrnnqb
949,RBBKRNNQ,rbbkrnnq
950,RKBBRNNQ,rkbbrnnq
951,RKBRNBNQ,rkbrnbnq
952,RKBRNNQB,rkbrnnqb
953,RBKRBNNQ,rbkrbnnq
954,RKRBBNNQ,rkrbbnnq
955,RKRNBBNQ,rkrnbbnq
956,RKRNBNQB,rkrnbnqb
957,RBKRNNBQ,rbkrnnbq
958,RKRBNNBQ,rkrbnnbq
959,RKRNNBBQ,rkrnnbbq
960,RKRNNQBB,rkrnnqbb
